conflictep_id,conflictepisode,type_of_conflict2,dyadcount,confterm,ependdate,ependprec,outcome,recur,version,conflict_id,year,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,intensity_level,type_of_conflict,start_date,start_prec,start_date2,start_prec2,gwno_loc,region
32902,2,3,1,0,,,,0,3,329,1980,Ethiopia,Government of Ethiopia,97,Government of Cuba,WSLF,496,,1,Ogaden,1,4,1/11/1964,2,10/31/1976,3,530,4
32902,2,3,1,0,,,,0,3,329,1981,Ethiopia,Government of Ethiopia,97,Government of Cuba,WSLF,496,,1,Ogaden,1,4,1/11/1964,2,10/31/1976,3,530,4
32902,2,3,1,0,,,,0,3,329,1982,Ethiopia,Government of Ethiopia,97,Government of Cuba,WSLF,496,,1,Ogaden,1,4,1/11/1964,2,10/31/1976,3,530,4
32902,2,3,1,1,12/31/1983,5,3,0,3,329,1983,Ethiopia,Government of Ethiopia,97,Government of Cuba,WSLF,496,,1,Ogaden,1,4,1/11/1964,2,10/31/1976,3,530,4
32903,3,3,1,0,,,,1,3,329,1993,Ethiopia,Government of Ethiopia,97,,AIAI,542,,1,Ogaden,1,3,1/11/1964,2,10/13/1993,1,530,4
32903,3,3,1,1,2/26/1994,1,5,0,3,329,1994,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,10/13/1993,1,530,4
32904,4,3,2,1,12/31/1996,5,3,1,3,329,1996,Ethiopia,Government of Ethiopia,97,,"AIAI, ONLF","542, 497",,1,Ogaden,1,3,1/11/1964,2,8/9/1996,2,530,4
32905,5,3,1,0,,,,1,3,329,1998,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,2,0,,,,0,3,329,1999,Ethiopia,Government of Ethiopia,97,,"AIAI, ONLF","542, 497",,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2000,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2001,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2002,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2003,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2004,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2005,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2006,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2007,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2008,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2009,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2010,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2011,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2012,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2013,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2014,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,0,,,,0,3,329,2015,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
32905,5,3,1,1,12/31/2016,5,5,0,3,329,2016,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1,3,1/11/1964,2,12/31/1998,5,530,4
33001,1,3,1,0,,,,0,3,330,1975,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,2,3,12/7/1975,1,12/7/1975,1,850,3
33001,1,3,1,0,,,,0,3,330,1976,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,2,3,12/7/1975,1,12/7/1975,1,850,3
33001,1,3,1,0,,,,0,3,330,1977,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,2,3,12/7/1975,1,12/7/1975,1,850,3
33001,1,3,1,0,,,,0,3,330,1978,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,2,3,12/7/1975,1,12/7/1975,1,850,3
33001,1,3,1,0,,,,0,3,330,1979,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,12/7/1975,1,850,3
33001,1,3,1,0,,,,0,3,330,1980,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,12/7/1975,1,850,3
33001,1,3,1,0,,,,0,3,330,1981,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,12/7/1975,1,850,3
33001,1,3,1,0,,,,0,3,330,1982,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,12/7/1975,1,850,3
33001,1,3,1,0,,,,0,3,330,1983,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,12/7/1975,1,850,3
33001,1,3,1,0,,,,0,3,330,1984,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,12/7/1975,1,850,3
33001,1,3,1,0,,,,0,3,330,1985,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,12/7/1975,1,850,3
33001,1,3,1,0,,,,0,3,330,1986,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,12/7/1975,1,850,3
33001,1,3,1,0,,,,0,3,330,1987,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,12/7/1975,1,850,3
33001,1,3,1,1,12/31/1988,5,5,0,3,330,1988,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,12/7/1975,1,850,3
33002,2,3,1,1,12/15/1992,2,5,1,3,330,1992,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,12/15/1992,2,850,3
33003,3,3,1,0,,,,1,3,330,1997,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,5/31/1997,1,850,3
33003,3,3,1,0,,,,0,3,330,1998,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,5/31/1997,1,850,3
33003,3,3,1,1,9/22/1999,1,1,0,3,330,1999,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1,3,12/7/1975,1,5/31/1997,1,850,3
33101,1,3,1,0,,,,0,3,331,1975,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1,3,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,0,,,,0,3,331,1976,Morocco,Government of Morocco,108,,POLISARIO,563,Government of Algeria,1,Sahrawi Arab Democratic Republic (Western Sahara),1,4,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,0,,,,0,3,331,1977,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1,3,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,0,,,,0,3,331,1978,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1,3,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,0,,,,0,3,331,1979,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),2,3,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,0,,,,0,3,331,1980,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),2,3,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,0,,,,0,3,331,1981,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1,3,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,0,,,,0,3,331,1982,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1,3,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,0,,,,0,3,331,1983,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1,3,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,0,,,,0,3,331,1984,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1,3,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,0,,,,0,3,331,1985,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1,3,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,0,,,,0,3,331,1986,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1,3,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,0,,,,0,3,331,1987,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1,3,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,0,,,,0,3,331,1988,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1,3,9/1/1975,1,11/4/1975,1,600,4
33101,1,3,1,1,11/16/1989,1,5,0,3,331,1989,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1,3,9/1/1975,1,11/4/1975,1,600,4
33201,1,3,1,0,,,,0,3,332,1977,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1,3,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1978,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1,3,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1979,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1,3,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1980,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1,3,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1981,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,2,3,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1982,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,2,3,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1983,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,2,3,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1984,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,2,3,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1985,Mozambique,Government of Mozambique,100,Government of Zimbabwe (Rhodesia),Renamo,498,,2,,2,4,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1986,Mozambique,Government of Mozambique,100,"Government of Tanzania, Government of Zimbabwe (Rhodesia)",Renamo,498,,2,,2,4,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1987,Mozambique,Government of Mozambique,100,"Government of Tanzania, Government of Zimbabwe (Rhodesia)",Renamo,498,,2,,2,4,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1988,Mozambique,Government of Mozambique,100,"Government of Tanzania, Government of Zimbabwe (Rhodesia)",Renamo,498,,2,,2,4,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1989,Mozambique,Government of Mozambique,100,Government of Zimbabwe (Rhodesia),Renamo,498,,2,,2,4,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1990,Mozambique,Government of Mozambique,100,Government of Zimbabwe (Rhodesia),Renamo,498,,2,,2,4,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,0,,,,0,3,332,1991,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,2,3,12/31/1977,6,12/31/1977,6,541,4
33201,1,3,1,1,10/19/1992,1,1,0,3,332,1992,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1,3,12/31/1977,6,12/31/1977,6,541,4
33202,2,3,1,0,,,,1,3,332,2013,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1,3,12/31/1977,6,10/12/2013,1,541,4
33202,2,3,1,1,7/27/2014,1,1,0,3,332,2014,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1,3,12/31/1977,6,10/12/2013,1,541,4
33203,3,3,1,1,11/7/2016,1,2,1,3,332,2016,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1,3,12/31/1977,6,4/10/2016,1,541,4
33204,4,3,1,0,,,,1,3,332,2018,Mozambique,Government of Mozambique,100,,Ansar al-Sunnah,7032,,2,,1,3,12/31/1977,6,7/10/2018,1,541,4
33204,4,3,1,1,7/12/2019,2,5,0,3,332,2019,Mozambique,Government of Mozambique,100,,Ansar al-Sunnah,7032,,2,,1,3,12/31/1977,6,7/10/2018,1,541,4
33301,1,3,1,0,,,,0,3,333,1978,Afghanistan,Government of Afghanistan,130,,PDPA,291,,2,,2,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,1,0,,,,0,3,333,1979,Afghanistan,Government of Afghanistan,130,,Jam'iyyat-i Islami-yi Afghanistan,292,,2,,2,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,6,0,,,,0,3,333,1980,Afghanistan,Government of Afghanistan,130,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan","293, 299, 294, 295, 292, 296",,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,7,0,,,,0,3,333,1981,Afghanistan,Government of Afghanistan,130,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan","293, 299, 294, 297, 295, 292, 296",,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,7,0,,,,0,3,333,1982,Afghanistan,Government of Afghanistan,130,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan","293, 299, 294, 297, 295, 292, 296",,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,7,0,,,,0,3,333,1983,Afghanistan,Government of Afghanistan,130,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan","293, 299, 294, 297, 295, 292, 296",,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,8,0,,,,0,3,333,1984,Afghanistan,Government of Afghanistan,130,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Harakat-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan","293, 298, 299, 294, 297, 295, 292, 296",,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,7,0,,,,0,3,333,1985,Afghanistan,Government of Afghanistan,130,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan","293, 299, 294, 297, 295, 292, 296",,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,7,0,,,,0,3,333,1986,Afghanistan,Government of Afghanistan,130,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan","293, 299, 294, 297, 295, 292, 296",,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,7,0,,,,0,3,333,1987,Afghanistan,Government of Afghanistan,130,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan","293, 299, 294, 297, 295, 292, 296",,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,7,0,,,,0,3,333,1988,Afghanistan,Government of Afghanistan,130,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan","293, 299, 294, 297, 295, 292, 296",,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,5,0,,,,0,3,333,1989,Afghanistan,Government of Afghanistan,130,Government of Russia (Soviet Union),"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan","299, 294, 300, 292, 296",,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,5,0,,,,0,3,333,1990,Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Military faction (forces of Shahnawaz Tanay)","299, 294, 300, 292, 301",,2,,2,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,4,0,,,,0,3,333,1991,Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan","299, 294, 300, 292",,2,,2,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,3,0,,,,0,3,333,1992,Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan","299, 300, 292",,2,,2,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,3,0,,,,0,3,333,1993,Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami","299, 300, 302",,2,,2,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,3,0,,,,0,3,333,1994,Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami","299, 300, 302",,2,,2,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,4,0,,,,0,3,333,1995,Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Junbish-i Milli-yi Islami, Taleban","299, 300, 302, 303",,2,,2,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,3,0,,,,0,3,333,1996,Afghanistan,Government of Afghanistan,130,,"Jam'iyyat-i Islami-yi Afghanistan, Taleban, UIFSA","292, 303, 304",,2,,2,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,1,0,,,,0,3,333,1997,Afghanistan,Government of Afghanistan,130,,UIFSA,304,,2,,2,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,1,0,,,,0,3,333,1998,Afghanistan,Government of Afghanistan,130,,UIFSA,304,,2,,2,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,1,0,,,,0,3,333,1999,Afghanistan,Government of Afghanistan,130,,UIFSA,304,,2,,2,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,1,0,,,,0,3,333,2000,Afghanistan,Government of Afghanistan,130,,UIFSA,304,,2,,2,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,1,0,,,,0,3,333,2001,Afghanistan,Government of Afghanistan,130,,UIFSA,304,Government of Iran,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,1,0,,,,0,3,333,2002,Afghanistan,Government of Afghanistan,130,,Hizb-i Islami-yi Afghanistan,299,,2,,1,3,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,2,0,,,,0,3,333,2003,Afghanistan,Government of Afghanistan,130,"Government of Australia, Government of Denmark, Government of France, Government of Germany, Government of Italy, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Romania, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","299, 303",,2,,1,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,1,0,,,,0,3,333,2004,Afghanistan,Government of Afghanistan,130,"Government of Belgium, Government of Canada, Government of Czech Republic, Government of France, Government of Germany, Government of Italy, Government of Pakistan, Government of Poland, Government of Portugal, Government of Romania, Government of Slovakia, Government of Spain, Government of United Kingdom, Government of United States of America",Taleban,303,,2,,1,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,1,0,,,,0,3,333,2005,Afghanistan,Government of Afghanistan,130,"Government of Australia, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Germany, Government of Italy, Government of Netherlands, Government of Norway, Government of Pakistan, Government of Poland, Government of Romania, Government of Slovakia, Government of Spain, Government of United Kingdom, Government of United States of America",Taleban,303,,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,2,0,,,,0,3,333,2006,Afghanistan,Government of Afghanistan,130,"Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of North Macedonia, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Romania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Switzerland, Government of Turkey, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","299, 303",,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,1,0,,,,0,3,333,2007,Afghanistan,Government of Afghanistan,130,"Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Jordan, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of North Macedonia, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Romania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Switzerland, Government of Turkey, Government of United Kingdom, Government of United States of America",Taleban,303,,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,2,0,,,,0,3,333,2008,Afghanistan,Government of Afghanistan,130,"Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Romania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Turkey, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","299, 303",,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
33301,1,3,2,0,,,,0,3,333,2009,Afghanistan,Government of Afghanistan,130,"Government of Albania, Government of Australia, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of North Macedonia, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Romania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","299, 303",,2,,2,4,7/2/1975,2,4/27/1978,1,700,3
