id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est,COORDS
SUD-2013-2-111-4,2013,True,Clear,2,5276,4666,Ma'aliyah - Rizeigat Baggara,5276,5276,Ma'aliyah - Rizeigat Baggara,641,641,Ma'aliyah,703,703,Rizeigat Baggara,1,"""Agence France Presse,2013-08-23,Sudan's Darfur tribal battles killed 190: UN""",Agence France Presse,2013-08-23,Sudan's Darfur tribal battles killed 190: UN,,4,East Darfur state,East Darfur,East Darfur state,,11.166667,26.5,POINT (26.5 11.166667),145854,Sudan,625,Africa,2,2,08/09/2013 00:00:00,08/13/2013 00:00:00,0,0,0,40,40,40,40,,POINT (26.5 11.166667)
SUD-2015-2-14563-0,2015,True,Clear,2,14563,13558,Fulani - Salamat Baggara,14563,14563,Fulani - Salamat Baggara,607,607,Fulani,994,994,Salamat Baggara,2,"""BBC Monitoring Middle East,2015-02-02,Several killed in tribal clashes in Sudan's South Darfur state"";""Radio Dabanga,2015-02-02,Dead and injured in South Darfur tribal strife""",BBC Monitoring Middle East;Radio Dabanga,2015-02-02;2015-02-02,Several killed in tribal clashes in Sudan's South Darfur state;Dead and injured in South Darfur tribal strife,official source,3,Buram district,near Al-Nadhif/El Nadeef area in Buram locality in South Darfur State,South Darfur state,Buram district,10.7235,25.08539,POINT (25.08539 10.7235),145131,Sudan,625,Africa,2,2,02/01/2015 00:00:00,02/02/2015 00:00:00,0,1,0,14,15,15,15,,POINT (25.08539 10.7235)
SUD-2018-3-947-23.1,2018,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""All Africa,2018-11-19,Darfur - Three Dead in Violent Incidents
CR 	Radio Dabanga""",All Africa,2018-11-19,"Darfur - Three Dead in Violent Incidents
CR 	Radio Dabanga",Radio Dabanga,1,Um Dukhun town,Um Dukhun in Central Darfur,Central Darfur state,Umm Dukhun district,11.124528,22.959498,POINT (22.9594983 11.1245287),145846,Sudan,625,Africa,1,1,11/15/2018 00:00:00,11/15/2018 00:00:00,0,0,1,0,1,1,1,,POINT (22.9594983 11.1245287)
SUD-2010-1-434-14,2010,True,Clear,1,309,309,Sudan: Government,665,665,Government of Sudan - JEM,112,112,Government of Sudan,468,468,JEM,-1,"AP 2010-07-17 ""Sudan says troops kill hundreds of Darfur rebels",,,,,5,Darfur,Darfur,,,13.0,25.0,POINT (25 13),148731,Sudan,625,Africa,2,2,07/17/2010 00:00:00,07/21/2010 00:00:00,75,0,0,0,75,275,75,,POINT (25 13)
SUD-2010-2-119-5.1,2010,True,Clear,2,5284,4674,Misseriya - Rizeigat Abbala,5284,5284,Misseriya - Rizeigat Abbala,1025,1025,Misseriya,676,676,Rizeigat Abbala,-1,"HRW 2010-07-19 ""UN: Strengthen Civilian Protection in Darfur",,,,,4,Southern Darfur state,Southern Darfur,Southern Darfur state,,11.0,25.0,POINT (25 11),145851,Sudan,625,Africa,2,4,03/01/2010 00:00:00,03/31/2010 00:00:00,0,0,0,56,56,56,56,,POINT (25 11)
SUD-2010-1-433-11,2010,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,-1,"HRW 2010-11-11 ""Sudan: Halt Wave of Attacks on Civilians in Darfur",,,,,1,Jawa village,Jawa village,Southern Darfur state,Nyala district,13.033769,24.473924,POINT (24.473924 13.033769),148729,Sudan,625,Africa,1,1,09/30/2010 00:00:00,09/30/2010 00:00:00,0,0,6,0,6,6,6,,POINT (24.473924 13.033769)
SUD-2010-1-434-17.1,2010,True,Clear,1,309,309,Sudan: Government,665,665,Government of Sudan - JEM,112,112,Government of Sudan,468,468,JEM,-1,"All Africa 2010-1-08 ""Army Attack JEM Rebels Near Chadian Border",,,,,1,Furawia village,Furawia village,Northern Darfur state,Kutum district,15.533333,23.616667,POINT (23.616667 15.533333),152328,Sudan,625,Africa,1,1,11/06/2010 00:00:00,11/06/2010 00:00:00,2,0,0,0,2,2,2,,POINT (23.616667 15.533333)
SUD-2012-1-833-95,2012,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,-1,"Reuters 2012-12-05 ""Sudan's army says clashes with Darfur rebels, kills three",,,,,2,Al-Fashir town,El-Fasher,Northern Darfur state,El Fasher district,13.633333,25.35,POINT (25.35 13.633333),149451,Sudan,625,Africa,1,1,12/05/2012 00:00:00,12/05/2012 00:00:00,0,2,0,0,2,2,2,,POINT (25.35 13.633333)
SUD-2012-1-833-98,2012,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,-1,"All Africa 2012-12-24 ""Darfur Battle in Golo Leaves Tens of Soldiers Killed",,,,,1,Golo town,"Golo, Central Darfur in West Jebel Marra",Central Darfur state,Rokoro district,13.132653,24.284153,POINT (24.284153 13.132653),148729,Sudan,625,Africa,1,2,12/23/2012 00:00:00,12/24/2012 00:00:00,0,7,0,0,7,97,7,,POINT (24.284153 13.132653)
SUD-2013-2-111-5,2013,True,Clear,2,5276,4666,Ma'aliyah - Rizeigat Baggara,5276,5276,Ma'aliyah - Rizeigat Baggara,641,641,Ma'aliyah,703,703,Rizeigat Baggara,2,"""Xinhua News Agency,2013-09-18,Xinhua Middle East news summary at 2200 GMT, Sept. 18"";""Agence France Presse,2013-09-18,Dozens killed in Sudan's Darfur: tribal chief""",Xinhua News Agency;Agence France Presse,2013-09-18;2013-09-18,"Xinhua Middle East news summary at 2200 GMT, Sept. 18;Dozens killed in Sudan's Darfur: tribal chief",,1,Bakhit location,"Bakhit region"" some 70 kilometres (45 miles) east of East Darfur capital Ed Daein",East Darfur state,Adila district,11.46848,26.803619,POINT (26.803619 11.46848),145854,Sudan,625,Africa,1,1,09/17/2013 00:00:00,09/17/2013 00:00:00,0,4,0,35,39,39,39,,POINT (26.803619 11.46848)
SUD-2013-2-12400-10.1,2013,True,Clear,2,12400,11721,Misseriya - Salamat Baggara,12400,12400,Misseriya - Salamat Baggara,1025,1025,Misseriya,994,994,Salamat Baggara,2,"""Agence France Presse,2013-09-27,Tribal warfare in Sudan's Darfur kills 51: leader"";""All Africa,2013-10-07,Central Darfur - 45 People Killed in Fresh Tribal Clashes""",Agence France Presse;All Africa,2013-09-27;2013-10-07,Tribal warfare in Sudan's Darfur kills 51: leader;Central Darfur - 45 People Killed in Fresh Tribal Clashes,,1,Mukjar town,"Mukjar town, in Central Darfur.",Central Darfur state,Mukjar district,11.294261,23.192944,POINT (23.192944 11.294261),145847,Sudan,625,Africa,2,2,09/26/2013 00:00:00,09/28/2013 00:00:00,1,1,0,13,15,17,15,,POINT (23.192944 11.294261)
SUD-2016-1-833-13,2016,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2016-02-22,Darfur Rebels Claim 27 Army, Militia Troops Killed""",All Africa,2016-02-22,"Darfur Rebels Claim 27 Army, Militia Troops Killed","Shamseldin Ahmed Haggar, the military spokesman SLM-AW",2,Kutrum village,area of Kutrum in the western part of Jebel Marra,Central Darfur state,Nertiti district,12.992,24.131,POINT (24.131 12.992),148009,Sudan,625,Africa,1,1,02/22/2016 00:00:00,02/22/2016 00:00:00,0,3,0,49,52,52,52,,POINT (24.131 12.992)
SUD-2016-1-833-16,2016,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2016-02-29,Disease Among Displaced in Jebel Marra, Air Raids Unabated""",All Africa,2016-02-29,"Disease Among Displaced in Jebel Marra, Air Raids Unabated",,2,Nertiti town,"Kodi village, about 5 kilometres north of Nierteti",Central Darfur state,Nertiti district,12.958041,24.038332,POINT (24.038332 12.958041),148009,Sudan,625,Africa,1,1,02/28/2016 00:00:00,02/28/2016 00:00:00,0,0,1,0,1,1,1,,POINT (24.038332 12.958041)
SUD-2018-1-666-41,2018,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""All Africa,2018-11-23,Rebels 'Repel Government Militia Attack' in Darfur's Jebel Marra
CR 	Radio Dabanga"";""UN Security Council,2019-01-14,African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General """,All Africa;UN Security Council,2018-11-23;2019-01-14,"Rebels 'Repel Government Militia Attack' in Darfur's Jebel Marra
CR 	Radio Dabanga;African Union-United Nations Hybrid Operation in Darfur: Report of the Secretary-General","Waleed Ahmed Abaker, SLM/A military spokesman; witnesses; UNSG",2,Fuju villages,"Fujo and Halet Atim in Darfur's West Jebel Marra 
Komobai and Fuju villages",Central Darfur state,Nertiti district,12.857383,24.097238,POINT (24.097238 12.857383),148009,Sudan,625,Africa,2,1,11/21/2018 00:00:00,11/21/2018 00:00:00,1,1,1,0,3,15,3,,POINT (24.097238 12.857383)
SUD-2022-2-17021-4,2022,True,Clear,2,17021,15512,Misseriya Jebel  - Rizeigat,17021,17021,Misseriya Jebel  - Rizeigat,7416,7416,Misseriya Jebel,3909,3909,Rizeigat,7,"""Agence France Presse,2022-03-11,Sudan gunmen kill 17 civilians in new Darfur clashes"";""Reuters News,2022-03-11,At least 17 killed, dozens wounded in Darfur militia attack - activists"";""Agence France Presse,2022-03-11,Fresh clashes in Sudan's Darfur kill at least 19"";""Agence France Presse,2022-03-11,Sudan gunmen kill 17 civilians in new Darfur clashes"";""Crisiswatch,2022-04-01,Sudan MARCH 2022"";""ACJPS,2022-03-24,West Darfur: 35 people killed and a dozen injured in Jebel Moon attack as security continues to deteriorate in Sudan"";""United Nations Security Council,2022-05-17,Report of the Secretary-General S/2022/400""",Agence France Presse;Reuters News;Agence France Presse;Agence France Presse;Crisiswatch;ACJPS;United Nations Security Council,2022-03-11;2022-03-11;2022-03-11;2022-03-11;2022-04-01;2022-03-24;2022-05-17,"Sudan gunmen kill 17 civilians in new Darfur clashes;At least 17 killed, dozens wounded in Darfur militia attack - activists;Fresh clashes in Sudan's Darfur kill at least 19;Sudan gunmen kill 17 civilians in new Darfur clashes;Sudan MARCH 2022;West Darfur: 35 people killed and a dozen injured in Jebel Moon attack as security continues to deteriorate in Sudan;Report of the Secretary-General S/2022/400",ACJPS,2,Sileia area,Selea,West Darfur state,Jebel Moon district,13.989236,22.592496,POINT (22.592496 13.989236),149446,Sudan,625,Africa,1,1,03/10/2022 00:00:00,03/10/2022 00:00:00,18,0,0,0,18,18,18,,POINT (22.592496 13.989236)
SUD-2022-2-17021-3,2022,True,Clear,2,17021,15512,Misseriya Jebel  - Rizeigat,17021,17021,Misseriya Jebel  - Rizeigat,7416,7416,Misseriya Jebel,3909,3909,Rizeigat,5,"""United Nations Security Council,2022-05-17,Report of the Secretary-General S/2022/400"";""ACJPS,2022-03-24,West Darfur: 35 people killed and a dozen injured in Jebel Moon attack as security continues to deteriorate in Sudan"";""Crisiswatch,2022-04-01,Sudan MARCH 2022"";""Agence France Presse,2022-03-11,Sudan gunmen kill 17 civilians in new Darfur clashes"";""Africa Research Bulletin,2022-04-18,SUDAN: Further Protest Crackdown""",United Nations Security Council;ACJPS;Crisiswatch;Agence France Presse;Africa Research Bulletin,2022-05-17;2022-03-24;2022-04-01;2022-03-11;2022-04-18,Report of the Secretary-General S/2022/400;West Darfur: 35 people killed and a dozen injured in Jebel Moon attack as security continues to deteriorate in Sudan;Sudan MARCH 2022;Sudan gunmen kill 17 civilians in new Darfur clashes;SUDAN: Further Protest Crackdown,ACJPS,2,Sileia area,Selea,West Darfur state,Jebel Moon district,13.989236,22.592496,POINT (22.592496 13.989236),149446,Sudan,625,Africa,1,1,03/07/2022 00:00:00,03/07/2022 00:00:00,4,11,0,0,15,15,15,,POINT (22.592496 13.989236)
SUD-2010-1-433-5,2010,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,-1,"Reuters 2010-03-01 ""UPDATE 2-Hundreds feared dead in Darfur clashes -- U.N.",,,,,2,Deribat town,Deribat town (near),Southern Darfur state,Nyala district,13.080908,24.51944,POINT (24.51944 13.080908),148730,Sudan,625,Africa,2,4,02/20/2010 00:00:00,03/01/2010 00:00:00,0,0,90,0,90,350,90,,POINT (24.51944 13.080908)
SUD-2010-2-119-5.2,2010,True,Clear,2,5284,4674,Misseriya - Rizeigat Abbala,5284,5284,Misseriya - Rizeigat Abbala,1025,1025,Misseriya,676,676,Rizeigat Abbala,-1,"HRW 2010-07-19 ""UN: Strengthen Civilian Protection in Darfur",,,,,4,Western Darfur state,Western Darfur,Western Darfur state,,13.0,23.0,POINT (23 13),148727,Sudan,625,Africa,2,4,03/01/2010 00:00:00,03/31/2010 00:00:00,0,0,0,56,56,56,56,,POINT (23 13)
SUD-2009-1-434-13,2009,True,Clear,1,309,309,Sudan: Government,665,665,Government of Sudan - JEM,112,112,Government of Sudan,468,468,JEM,-1,"AFP 2009-02-06 ""30,000 displaced in Darfur fighting: UN",,,,,2,Muhajiriya town,Muhajiriya town (around),Southern Darfur state,Sheiria district,12.0,25.633333,POINT (25.633333 12),147292,Sudan,625,Africa,2,4,01/01/2009 00:00:00,01/31/2009 00:00:00,0,0,5,0,5,5,5,,POINT (25.633333 12)
SUD-2010-3-1485-3,2010,True,Clear,3,630,586,Janjaweed  - Civilians,630,1053,Janjaweed  - Civilians,630,630,Janjaweed,9999,1,Civilians,-1,"Reuters 2010-09-03 ""Rebels say dozens killed in raid in Sudan's Darfur"", AFP 2010-09--03 ""Darfur rebels say dozens of civilians dead in army offensive"" All Africa 2010-09-08 ""Fresh Clashes in Darfur Kill Dozens of Civilians, UN-African Union Mission Reports",,,,,2,Tabarat village,Tabarat village (area around),Northern Darfur state,El Fasher district,13.485951,24.62939,POINT (24.62939 13.485951),148730,Sudan,625,Africa,1,1,09/02/2010 00:00:00,09/02/2010 00:00:00,0,0,0,0,0,13,0,,POINT (24.62939 13.485951)
SUD-2009-1-434-6,2009,True,Clear,1,309,309,Sudan: Government,665,665,Government of Sudan - JEM,112,112,Government of Sudan,468,468,JEM,-1,"AP 2009-01-25 ""Darfur peacekeepers say government planes bombed rebel-held southern town",,,,,1,Muhajiriya town,Muhajiriya town,Southern Darfur state,Sheiria district,12.0,25.633333,POINT (25.633333 12),147292,Sudan,625,Africa,1,1,01/24/2009 00:00:00,01/24/2009 00:00:00,0,0,1,0,1,1,1,,POINT (25.633333 12)
SUD-2012-1-817-25,2012,True,Clear,1,11348,11348,South Sudan - Sudan,11989,11989,Government of South Sudan - Government of Sudan,113,113,Government of South Sudan,112,112,Government of Sudan,-1,"AFP 2012-04-18 ""Sudan says South made diversionary attack near Abyei",,,,,4,Southern Darfur state,"Bahr El Arab river area, 62 kilometres (38 miles) south of El Meiram, just outside Abyei and along the South Darfur border with South Sudan's Northern Bahr El Gazal state",Southern Darfur state,,11.5,24.666667,POINT (24.666667 11.5),146570,Sudan,625,Africa,1,1,04/17/2012 00:00:00,04/17/2012 00:00:00,15,7,0,0,22,22,22,,POINT (24.666667 11.5)
SUD-2016-3-625-4,2016,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,2,"""All Africa,2016-03-01,One Dead, Three Injured in North Darfur Robberies"";""SUDO(UK),2016-03-31,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF FEBRUARY 2016""",All Africa;SUDO(UK),2016-03-01;2016-03-31,"One Dead, Three Injured in North Darfur Robberies;HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF FEBRUARY 2016",Witnesses,5,Road between Al-Fashir and Mellit in Mellit district,"in Melit locality, road from El Fasher to Melit
way from El-Fashir to Malet, situated near Jebel Kwylat",North Darfur state,Mellit district,14.02897,25.52464,POINT (25.52464 14.02897),150172,Sudan,625,Africa,1,1,02/27/2016 00:00:00,02/27/2016 00:00:00,0,0,1,0,1,1,1,,POINT (25.52464 14.02897)
SUD-2016-1-833-19,2016,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2016-03-07,Two Killed in North Darfur Bombing""",All Africa,2016-03-07,Two Killed in North Darfur Bombing,A relative,2,Khazan Tungur village,"Surri, west of Khazain Tunjur, East Jebel Marra
 Tawila locality, North Darfur,",North Darfur state,Tawila district,13.3221,24.9081,POINT (24.9081 13.3221),148730,Sudan,625,Africa,1,1,02/04/2016 00:00:00,02/04/2016 00:00:00,0,0,2,0,2,2,2,,POINT (24.9081 13.3221)
SUD-2009-1-434-7,2009,True,Clear,1,309,309,Sudan: Government,665,665,Government of Sudan - JEM,112,112,Government of Sudan,468,468,JEM,-1,"AFP 2008-01-26 ""Sudan planes bomb Darfur rebel positions: rebels",,,,,1,Muhajiriya town,Muhajiriya town,Southern Darfur state,Sheiria district,12.0,25.633333,POINT (25.633333 12),147292,Sudan,625,Africa,1,1,01/24/2009 00:00:00,01/24/2009 00:00:00,0,0,3,0,3,3,3,,POINT (25.633333 12)
SUD-2010-1-433-3,2010,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,-1,"BBC Monitoring Middle East 2010-02-26 ""Sudan rebels accuse government of targeting civilians in Darfur",,,,,5,Jebel Marra area,Jebel Marra (Aradyeb Al-Asharah area within),Southern Darfur state,,13.166667,24.366667,POINT (24.366667 13.166667),148729,Sudan,625,Africa,1,2,02/24/2010 00:00:00,02/26/2010 00:00:00,0,0,0,0,0,78,0,,POINT (24.366667 13.166667)
SUD-2010-1-434-18.1,2010,True,Clear,1,309,309,Sudan: Government,665,665,Government of Sudan - JEM,112,112,Government of Sudan,468,468,JEM,-1,"HRW 2011-06-05 ""Darfur in the Shadows The Sudanese Governments Ongoing Attacks on Civilians and Human Rights",,,,,1,Negeha village,Negeha village,Southern Darfur state,Sheiria district,12.898403,25.408031,POINT (25.408031 12.898403),148011,Sudan,625,Africa,1,2,12/17/2010 00:00:00,12/18/2010 00:00:00,0,0,0,8,8,8,8,,POINT (25.408031 12.898403)
SUD-2010-1-433-2,2010,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,-1,"BBC Monitoring Middle East 2010-02-16 ""Darfur rebels say repelled fresh Sudanese army attack in Darfur"" AND AFP 2009-10-16 ""Latest Darfur fighting displaces 'thousands': UNAMID",,,,,5,Jebel Marra area,Jebel Marra (Aradyeb Al-Asharah area within),Southern Darfur state,,13.166667,24.366667,POINT (24.366667 13.166667),148729,Sudan,625,Africa,1,2,02/15/2010 00:00:00,02/16/2010 00:00:00,1,0,0,48,49,49,49,,POINT (24.366667 13.166667)
SUD-2010-1-434-20,2010,True,Clear,1,309,309,Sudan: Government,665,665,Government of Sudan - JEM,112,112,Government of Sudan,468,468,JEM,-1,"AP 2010-12-25 ""Sudan says government troops have killed 40 Darfur rebels in new army offensive"" , AFP 2010-12-25 ""40 rebels killed in Darfur clashes: army"", ICG 2011-01-04 ""CrisisWatch Database",,,,,1,Dar al-Salam town,Dar al-Salam town,Northern Darfur state,El Fasher district,13.056505,25.522105,POINT (25.522105 13.056505),148732,Sudan,625,Africa,1,1,12/24/2010 00:00:00,12/24/2010 00:00:00,3,40,0,0,43,43,43,,POINT (25.522105 13.056505)
SUD-2013-1-833-63,2013,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-11-04,Rebels Claim Attack On SAF and Militia Troops in Darfur's East Jebel Marra""",All Africa,2013-11-04,Rebels Claim Attack On SAF and Militia Troops in Darfur's East Jebel Marra,,1,Nimra locality,"Nimra, East Jebel Marra",South Darfur state,East/Sharq Jabel Marra district,12.97,24.48,POINT (24.48 12.97),148009,Sudan,625,Africa,1,1,11/03/2013 00:00:00,11/03/2013 00:00:00,0,0,0,0,0,10,0,,POINT (24.48 12.97)
SUD-2018-1-666-43,2018,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,3,"""All Africa,2018-11-27,'18 RSF Militia Killed' in Attacks On Darfur's Jebel Marra
CR 	Radio Dabanga"";""International Crisis Group,2018-12-01,Crisiswatch: Sudan - November  2018"";""Sudan Tribune,2018-11-28,South Darfur confirms clashes with SLM-AW in Jebel Marra""",All Africa;International Crisis Group;Sudan Tribune,2018-11-27;2018-12-01;2018-11-28,"'18 RSF Militia Killed' in Attacks On Darfur's Jebel Marra
CR 	Radio Dabanga;Crisiswatch: Sudan - November  2018;South Darfur confirms clashes with SLM-AW in Jebel Marra","Abdelgader Gadoura, commander-in-chief of the SLM-AW; South Darfur voluntary return official, Issa Bassy",2,Feina town/Feina Hilat Kabir,the area of Feina in south-eastern Jebel Marra in Darfur,South Darfur state,East/Sharq Jabel Marra district,12.883006,24.486849,POINT (24.486849 12.883006),148009,Sudan,625,Africa,1,1,11/24/2018 00:00:00,11/24/2018 00:00:00,18,0,0,0,18,18,18,,POINT (24.486849 12.883006)
SUD-2010-2-119-12,2010,True,Clear,2,5284,4674,Misseriya - Rizeigat Abbala,5284,5284,Misseriya - Rizeigat Abbala,1025,1025,Misseriya,676,676,Rizeigat Abbala,-1,"AFP 2010-07-09 ""More than 200 die in June Darfur clashes: UNAMID",,,,,5,Darfur,Darfur,,,13.0,25.0,POINT (25 13),148731,Sudan,625,Africa,2,4,06/01/2010 00:00:00,06/30/2010 00:00:00,0,0,0,26,26,26,26,,POINT (25 13)
SUD-2010-2-75-1,2010,False,Clear,2,5243,4633,Fulani - Habaniya,5243,5243,Fulani - Habaniya,607,607,Fulani,615,615,Habaniya,-1,"BBC Monitoring Middle East 2010-02-08 ""At least 20 killed, injured following tribal clashes in Darfur",,,,,2,Malam village,Malam town (area),Southern Darfur state,Nyala district,12.916667,24.866667,POINT (24.866667 12.916667),148010,Sudan,625,Africa,1,1,02/07/2010 00:00:00,02/07/2010 00:00:00,0,0,0,20,20,20,20,,POINT (24.866667 12.916667)
SUD-2010-1-434-19,2010,True,Clear,1,309,309,Sudan: Government,665,665,Government of Sudan - JEM,112,112,Government of Sudan,468,468,JEM,-1,"AFP 2010-12-23 ""Darfur rebels report clash with Sudan army"", AP 2010-12-24 ""Darfur rebels clash with Sudanese army troops in North Darfur, killing at least 3 rebel troops",,,,,1,Dar al-Salam town,Dar al-Salam town,Northern Darfur state,El Fasher district,13.056505,25.522105,POINT (25.522105 13.056505),148732,Sudan,625,Africa,1,1,12/23/2010 00:00:00,12/23/2010 00:00:00,0,3,0,0,3,5,3,,POINT (25.522105 13.056505)
SUD-2009-1-434-18,2009,True,Clear,1,309,309,Sudan: Government,665,665,Government of Sudan - JEM,112,112,Government of Sudan,468,468,JEM,-1,"Reuters 2009-02-21 ""Sudan says 28 killed in clashes with Darfur rebels"" AFP 2009-02-20 ""Darfur clashes cause deaths on both sides: army"" AND BBC Monitoring Middle East 2009-02-21 ""Sudan army claims killing 17 rebels in southern Darfur",,,,,2,Donki town,Donki area,Northern Darfur state,El Fasher district,13.75,25.166667,POINT (25.166667 13.75),149451,Sudan,625,Africa,1,1,02/19/2009 00:00:00,02/19/2009 00:00:00,11,2,0,15,28,28,28,,POINT (25.166667 13.75)
SUD-2013-1-833-62,2013,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-10-27,Army and Rebels Clash in North Darfur's Town""",All Africa,2013-10-27,Army and Rebels Clash in North Darfur's Town,,1,Mellit town,Mellit town in North Darfur,North Darfur state,Mellit district,14.13333,25.55,POINT (25.55 14.13333),150172,Sudan,625,Africa,1,1,10/25/2013 00:00:00,10/25/2013 00:00:00,0,0,0,0,0,21,0,,POINT (25.55 14.13333)
SUD-2013-1-833-85,2013,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,1,"""All Africa,2013-11-01,Rebels Claim Attack On Headquarters 'Abu Tira' in South Darfur""",All Africa,2013-11-01,Rebels Claim Attack On Headquarters 'Abu Tira' in South Darfur,,1,Marshing locality,"Mershing, South Darfur.",South Darfur state,Marshing district,12.716627,24.883444,POINT (24.883444 12.716627),148010,Sudan,625,Africa,1,1,10/31/2013 00:00:00,10/31/2013 00:00:00,3,1,0,0,4,64,0,,POINT (24.883444 12.716627)
SUD-2017-3-947-20,2017,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""All Africa,2017-09-08,Darfur - Three Dead, Two Injured in Violent Crimes
CR 	Radio Dabanga""",All Africa,2017-09-08,"Darfur - Three Dead, Two Injured in Violent Crimes
CR 	Radio Dabanga",witness,1,Gereida town,"In Gireida in South Darfur,",South Darfur state,Gerida district,11.266667,25.133333,POINT (25.133333 11.266667),145851,Sudan,625,Africa,1,1,09/05/2017 00:00:00,09/05/2017 00:00:00,0,0,1,0,1,1,1,,POINT (25.133333 11.266667)
SUD-2018-1-666-42,2018,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""All Africa,2018-11-27,'18 RSF Militia Killed' in Attacks On Darfur's Jebel Marra
CR 	Radio Dabanga""",All Africa,2018-11-27,"'18 RSF Militia Killed' in Attacks On Darfur's Jebel Marra
CR 	Radio Dabanga",residents,5,Jebel Marra area,"Sina village
 in southern Jebel Marra",,,12.94996,24.25816,POINT (24.25816 12.94996),148009,Sudan,625,Africa,1,1,11/24/2018 00:00:00,11/24/2018 00:00:00,0,0,1,0,1,1,1,,POINT (24.25816 12.94996)
SUD-2010-1-434-4,2010,True,Clear,1,309,309,Sudan: Government,665,665,Government of Sudan - JEM,112,112,Government of Sudan,468,468,JEM,-1,"BBC Monitoring Middle East 2010-05-15 ""Twenty Sudanese police officers reportedly killed in fighting in Darfur",,,,,2,Sulaya town,Sulaya town (area around),Southern Darfur state,Nyala district,11.666667,25.733333,POINT (25.733333 11.666667),146572,Sudan,625,Africa,1,1,05/14/2010 00:00:00,05/14/2010 00:00:00,20,0,0,0,20,20,20,,POINT (25.733333 11.666667)
SUD-2010-2-119-4,2010,True,Clear,2,5284,4674,Misseriya - Rizeigat Abbala,5284,5284,Misseriya - Rizeigat Abbala,1025,1025,Misseriya,676,676,Rizeigat Abbala,-1,AFP 2010-03-22 Tribal clashes in Sudan's Darfur kill at least 25,,,,,5,Misseriya village between the towns of Kass and Zalingei,Misseriya village between the towns of Kass and Zalingei,,,12.838724,24.11826,POINT (24.11826 12.838724),148009,Sudan,625,Africa,2,4,03/03/2010 00:00:00,03/13/2010 00:00:00,0,0,0,19,19,19,19,,POINT (24.11826 12.838724)
